id	node-kind	note	unit-type	class	chapter	status	source
EFF.GENH4.01	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:227
EFF.GENH4.02	eff-unit	GENH4	instrument-record	record	H	OPEN	EFF-GENH4.md:251
EFF.GENH4.03	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:275
EFF.GENH4.04	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:315
EFF.GENH4.05	eff-unit	GENH4	fence	record	H	OPEN	EFF-GENH4.md:350
EFF.GENH4.06	eff-unit	GENH4	convention	math	H	OPEN	EFF-GENH4.md:381
EFF.GENH4.07	eff-unit	GENH4	theorem	math	H	OPEN	EFF-GENH4.md:420
EFF.GENH4.08	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:473
EFF.GENH4.09	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:515
EFF.GENH4.10	eff-unit	GENH4	theorem	math	H	OPEN	EFF-GENH4.md:544
EFF.GENH4.11	eff-unit	GENH4	theorem	math	H	OPEN	EFF-GENH4.md:589
EFF.GENH4.12	eff-unit	GENH4	theorem	math	H	OPEN	EFF-GENH4.md:621
EFF.GENH4.13	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:663
EFF.GENH4.14	eff-unit	GENH4	definition	math	H	OPEN	EFF-GENH4.md:680
EFF.GENH4.15	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:736
EFF.GENH4.16	eff-unit	GENH4	instance-record	math	H	OPEN	EFF-GENH4.md:792
EFF.GENH4.17	eff-unit	GENH4	table	math	H	OPEN	EFF-GENH4.md:817
EFF.GENH4.18	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:872
EFF.GENH4.19	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:936
EFF.GENH4.20	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:980
EFF.GENH4.21	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1012
EFF.GENH4.22	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:1071
EFF.GENH4.23	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1090
EFF.GENH4.24	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1154
EFF.GENH4.25	eff-unit	GENH4	table	math	H	OPEN	EFF-GENH4.md:1176
EFF.GENH4.26	eff-unit	GENH4	theorem	math	H	OPEN	EFF-GENH4.md:1242
EFF.GENH4.27	eff-unit	GENH4	theorem	math	H	OPEN	EFF-GENH4.md:1271
EFF.GENH4.28	eff-unit	GENH4	theorem	math	H	OPEN	EFF-GENH4.md:1304
EFF.GENH4.29	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1376
EFF.GENH4.30	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1400
EFF.GENH4.31	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1421
EFF.GENH4.32	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1445
EFF.GENH4.33	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:1469
EFF.GENH4.34	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1489
EFF.GENH4.35	eff-unit	GENH4	instrument-record	record	H	OPEN	EFF-GENH4.md:1531
EFF.GENH4.36	eff-unit	GENH4	theorem	math	H	OPEN	EFF-GENH4.md:1566
EFF.GENH4.37	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1594
EFF.GENH4.38	eff-unit	GENH4	run-record	record	H	OPEN	EFF-GENH4.md:1621
EFF.GENH4.39	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1657
EFF.GENH4.40	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1686
EFF.GENH4.41	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:1708
EFF.GENH4.42	eff-unit	GENH4	table	math	H	OPEN	EFF-GENH4.md:1755
EFF.GENH4.43	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:1818
EFF.GENH4.44	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:1856
EFF.GENH4.45	eff-unit	GENH4	fence	record	H	OPEN	EFF-GENH4.md:1902
EFF.GENH4.46	eff-unit	GENH4	fence	record	H	OPEN	EFF-GENH4.md:1927
EFF.GENH4.47	eff-unit	GENH4	fence	record	H	OPEN	EFF-GENH4.md:1952
EFF.GENH4.48	eff-unit	GENH4	convention	math	H	OPEN	EFF-GENH4.md:1971
EFF.GENH4.49	eff-unit	GENH4	fence	record	H	OPEN	EFF-GENH4.md:1994
EFF.GENH4.50	eff-unit	GENH4	supplier-finding	record	H	OPEN	EFF-GENH4.md:2015
EFF.GENH4.51	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:2039
EFF.GENH4.52	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:2057
EFF.GENH4.53	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:2076
EFF.GENH4.54	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:2117
EFF.GENH4.55	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:2132
EFF.GENH4.56	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:2160
EFF.GENH4.57	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:2183
EFF.GENH4.58	eff-unit	GENH4	instrument-record	record	H	OPEN	EFF-GENH4.md:2200
EFF.GENH4.59	eff-unit	GENH4	instrument-record	record	H	OPEN	EFF-GENH4.md:2219
EFF.GENH4.60	eff-unit	GENH4	preregistration	record	H	OPEN	EFF-GENH4.md:2248
EFF.GENH4.61	eff-unit	GENH4	run-record	record	H	OPEN	EFF-GENH4.md:2272
EFF.GENH4.62	eff-unit	GENH4	preregistration	record	H	OPEN	EFF-GENH4.md:2298
EFF.GENH4.63	eff-unit	GENH4	preregistration	record	H	OPEN	EFF-GENH4.md:2354
EFF.GENH4.64	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:2375
EFF.GENH4.65	eff-unit	GENH4	run-record	record	H	OPEN	EFF-GENH4.md:2392
EFF.GENH4.66	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:2446
EFF.GENH4.67	eff-unit	GENH4	run-record	record	H	OPEN	EFF-GENH4.md:2463
EFF.GENH4.68	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:2493
EFF.GENH4.69	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:2543
EFF.GENH4.70	eff-unit	GENH4	supplier-finding	record	H	OPEN	EFF-GENH4.md:2579
EFF.GENH4.71	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:2607
EFF.GENH4.72	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:2650
EFF.GENH4.73	eff-unit	GENH4	run-record	record	H	OPEN	EFF-GENH4.md:2720
EFF.GENH4.74	eff-unit	GENH4	run-record	record	H	OPEN	EFF-GENH4.md:2753
EFF.GENH4.75	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:2782
EFF.GENH4.76	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:2816
EFF.GENH4.77	eff-unit	GENH4	run-record	record	H	OPEN	EFF-GENH4.md:2842
EFF.GENH4.78	eff-unit	GENH4	table	math	H	OPEN	EFF-GENH4.md:2865
EFF.GENH4.79	eff-unit	GENH4	run-record	record	H	OPEN	EFF-GENH4.md:2925
EFF.GENH4.80	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:2964
EFF.GENH4.81	eff-unit	GENH4	fence	record	H	OPEN	EFF-GENH4.md:2994
EFF.GENH4.82	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3017
EFF.GENH4.83	eff-unit	GENH4	supplier-finding	record	H	OPEN	EFF-GENH4.md:3055
EFF.GENH4.84	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:3106
EFF.GENH4.85	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:3168
EFF.GENH4.86	eff-unit	GENH4	run-record	record	H	OPEN	EFF-GENH4.md:3194
EFF.GENH4.87	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:3242
EFF.GENH4.88	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:3279
EFF.GENH4.89	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3306
EFF.GENH4.90	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:3367
EFF.GENH4.91	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3387
EFF.GENH4.92	eff-unit	GENH4	table	math	H	OPEN	EFF-GENH4.md:3439
EFF.GENH4.93	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:3504
EFF.GENH4.94	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3526
EFF.GENH4.95	eff-unit	GENH4	fence	record	H	OPEN	EFF-GENH4.md:3559
EFF.GENH4.96	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3585
EFF.GENH4.97	eff-unit	GENH4	supplier-finding	record	H	OPEN	EFF-GENH4.md:3622
EFF.GENH4.98	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:3665
EFF.GENH4.99	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:3696
EFF.GENH4.100	eff-unit	GENH4	scope-record	record	H	OPEN	EFF-GENH4.md:3738
EFF.GENH4.101	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3762
EFF.GENH4.102	eff-unit	GENH4	lemma	math	H	OPEN	EFF-GENH4.md:3796
EFF.GENH4.103	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3837
EFF.GENH4.104	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3868
EFF.GENH4.105	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3893
EFF.GENH4.106	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3920
EFF.GENH4.107	eff-unit	GENH4	fence	record	H	OPEN	EFF-GENH4.md:3957
EFF.GENH4.108	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:3982
EFF.GENH4.109	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:4007
EFF.GENH4.110	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:4029
EFF.GENH4.111	eff-unit	GENH4	changes-record	record	H	OPEN	EFF-GENH4.md:4053
EFF.GENHN.01	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:152
EFF.GENHN.02	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:173
EFF.GENHN.03	eff-unit	GENHN	instrument-record	record	H	OPEN	EFF-GENHN.md:226
EFF.GENHN.04	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:258
EFF.GENHN.05	eff-unit	GENHN	fence	record	H	OPEN	EFF-GENHN.md:317
EFF.GENHN.06	eff-unit	GENHN	convention	math	H	OPEN	EFF-GENHN.md:401
EFF.GENHN.07	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:427
EFF.GENHN.08	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:502
EFF.GENHN.09	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:544
EFF.GENHN.10	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:578
EFF.GENHN.11	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:605
EFF.GENHN.12	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:649
EFF.GENHN.13	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:693
EFF.GENHN.14	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:715
EFF.GENHN.15	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:777
EFF.GENHN.16	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:821
EFF.GENHN.17	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:862
EFF.GENHN.18	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:924
EFF.GENHN.19	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:1025
EFF.GENHN.20	eff-unit	GENHN	table	math	H	OPEN	EFF-GENHN.md:1050
EFF.GENHN.21	eff-unit	GENHN	definition	math	H	OPEN	EFF-GENHN.md:1107
EFF.GENHN.22	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:1145
EFF.GENHN.23	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:1228
EFF.GENHN.24	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:1299
EFF.GENHN.25	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:1372
EFF.GENHN.26	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:1477
EFF.GENHN.27	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:1503
EFF.GENHN.28	eff-unit	GENHN	convention	math	H	OPEN	EFF-GENHN.md:1557
EFF.GENHN.29	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:1618
EFF.GENHN.30	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:1663
EFF.GENHN.31	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:1686
EFF.GENHN.32	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:1753
EFF.GENHN.33	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:1835
EFF.GENHN.34	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:1900
EFF.GENHN.35	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:1928
EFF.GENHN.36	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:1949
EFF.GENHN.37	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:1993
EFF.GENHN.38	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:2021
EFF.GENHN.39	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:2094
EFF.GENHN.40	eff-unit	GENHN	open-box	math	H	OPEN	EFF-GENHN.md:2120
EFF.GENHN.41	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:2157
EFF.GENHN.42	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:2215
EFF.GENHN.43	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:2315
EFF.GENHN.44	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:2365
EFF.GENHN.45	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:2421
EFF.GENHN.46	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:2470
EFF.GENHN.47	eff-unit	GENHN	table	math	H	OPEN	EFF-GENHN.md:2503
EFF.GENHN.48	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:2551
EFF.GENHN.49	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:2580
EFF.GENHN.50	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:2617
EFF.GENHN.51	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:2653
EFF.GENHN.52	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:2698
EFF.GENHN.53	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:2743
EFF.GENHN.54	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:2767
EFF.GENHN.55	eff-unit	GENHN	table	math	H	OPEN	EFF-GENHN.md:2863
EFF.GENHN.56	eff-unit	GENHN	fence	record	H	OPEN	EFF-GENHN.md:2954
EFF.GENHN.57	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:3017
EFF.GENHN.58	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:3044
EFF.GENHN.59	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:3107
EFF.GENHN.60	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:3145
EFF.GENHN.61	eff-unit	GENHN	instrument-record	record	H	OPEN	EFF-GENHN.md:3206
EFF.GENHN.62	eff-unit	GENHN	instrument-record	record	H	OPEN	EFF-GENHN.md:3245
EFF.GENHN.63	eff-unit	GENHN	instrument-record	record	H	OPEN	EFF-GENHN.md:3303
EFF.GENHN.64	eff-unit	GENHN	preregistration	record	H	OPEN	EFF-GENHN.md:3343
EFF.GENHN.65	eff-unit	GENHN	run-record	record	H	OPEN	EFF-GENHN.md:3429
EFF.GENHN.66	eff-unit	GENHN	run-record	record	H	OPEN	EFF-GENHN.md:3461
EFF.GENHN.67	eff-unit	GENHN	run-record	record	H	OPEN	EFF-GENHN.md:3492
EFF.GENHN.68	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:3537
EFF.GENHN.69	eff-unit	GENHN	run-record	record	H	OPEN	EFF-GENHN.md:3581
EFF.GENHN.70	eff-unit	GENHN	run-record	record	H	OPEN	EFF-GENHN.md:3616
EFF.GENHN.71	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:3691
EFF.GENHN.72	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:3717
EFF.GENHN.73	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:3754
EFF.GENHN.74	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:3818
EFF.GENHN.75	eff-unit	GENHN	acceptance-box	record	H	OPEN	EFF-GENHN.md:3861
EFF.GENHN.76	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:3909
EFF.GENHN.77	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:3954
EFF.GENHN.78	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:4050
EFF.GENHN.79	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:4084
EFF.GENHN.80	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:4139
EFF.GENHN.81	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:4169
EFF.GENHN.82	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:4287
EFF.GENHN.83	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:4311
EFF.GENHN.84	eff-unit	GENHN	instrument-record	record	H	OPEN	EFF-GENHN.md:4349
EFF.GENHN.85	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:4425
EFF.GENHN.86	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:4452
EFF.GENHN.87	eff-unit	GENHN	theorem	math	H	OPEN	EFF-GENHN.md:4496
EFF.GENHN.88	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:4531
EFF.GENHN.89	eff-unit	GENHN	run-record	record	H	OPEN	EFF-GENHN.md:4572
EFF.GENHN.90	eff-unit	GENHN	lemma	math	H	OPEN	EFF-GENHN.md:4621
EFF.GENHN.91	eff-unit	GENHN	scope-record	record	H	OPEN	EFF-GENHN.md:4733
EFF.GENHN.92	eff-unit	GENHN	changes-record	record	H	OPEN	EFF-GENHN.md:4765
EFF.GENHN.93	eff-unit	GENHN	instrument-record	record	H	OPEN	EFF-GENHN.md:4807
EFF.GENIND.01	eff-unit	GENIND	changes-record	record	H	OPEN	EFF-GENIND.md:302
EFF.GENIND.02	eff-unit	GENIND	instrument-record	record	H	OPEN	EFF-GENIND.md:379
EFF.GENIND.03	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:406
EFF.GENIND.04	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:431
EFF.GENIND.05	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:469
EFF.GENIND.06	eff-unit	GENIND	fence	record	H	OPEN	EFF-GENIND.md:514
EFF.GENIND.07	eff-unit	GENIND	definition	math	H	OPEN	EFF-GENIND.md:529
EFF.GENIND.08	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:581
EFF.GENIND.09	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:617
EFF.GENIND.10	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:650
EFF.GENIND.11	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:671
EFF.GENIND.12	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:765
EFF.GENIND.13	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:785
EFF.GENIND.14	eff-unit	GENIND	hypothesis	math	H	OPEN	EFF-GENIND.md:832
EFF.GENIND.15	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:879
EFF.GENIND.16	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:928
EFF.GENIND.17	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:945
EFF.GENIND.18	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:992
EFF.GENIND.19	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1021
EFF.GENIND.20	eff-unit	GENIND	instance-record	math	H	OPEN	EFF-GENIND.md:1062
EFF.GENIND.21	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1082
EFF.GENIND.22	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1135
EFF.GENIND.23	eff-unit	GENIND	instance-record	math	H	OPEN	EFF-GENIND.md:1169
EFF.GENIND.24	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1195
EFF.GENIND.25	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1318
EFF.GENIND.26	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:1352
EFF.GENIND.27	eff-unit	GENIND	changes-record	record	H	OPEN	EFF-GENIND.md:1380
EFF.GENIND.28	eff-unit	GENIND	changes-record	record	H	OPEN	EFF-GENIND.md:1431
EFF.GENIND.29	eff-unit	GENIND	fence	record	H	OPEN	EFF-GENIND.md:1487
EFF.GENIND.30	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1506
EFF.GENIND.31	eff-unit	GENIND	changes-record	record	H	OPEN	EFF-GENIND.md:1550
EFF.GENIND.32	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1590
EFF.GENIND.33	eff-unit	GENIND	instance-record	math	H	OPEN	EFF-GENIND.md:1638
EFF.GENIND.34	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1660
EFF.GENIND.35	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1729
EFF.GENIND.36	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1773
EFF.GENIND.37	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1842
EFF.GENIND.38	eff-unit	GENIND	instance-record	math	H	OPEN	EFF-GENIND.md:1885
EFF.GENIND.39	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:1943
EFF.GENIND.40	eff-unit	GENIND	run-record	record	H	OPEN	EFF-GENIND.md:1981
EFF.GENIND.41	eff-unit	GENIND	instrument-record	record	H	OPEN	EFF-GENIND.md:2048
EFF.GENIND.42	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:2076
EFF.GENIND.43	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:2124
EFF.GENIND.44	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:2149
EFF.GENIND.45	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:2180
EFF.GENIND.46	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:2227
EFF.GENIND.47	eff-unit	GENIND	convention	math	H	OPEN	EFF-GENIND.md:2266
EFF.GENIND.48	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:2288
EFF.GENIND.49	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:2316
EFF.GENIND.50	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:2352
EFF.GENIND.51	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:2378
EFF.GENIND.52	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:2404
EFF.GENIND.53	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:2428
EFF.GENIND.54	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:2446
EFF.GENIND.55	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:2474
EFF.GENIND.56	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:2512
EFF.GENIND.57	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:2536
EFF.GENIND.58	eff-unit	GENIND	changes-record	record	H	OPEN	EFF-GENIND.md:2583
EFF.GENIND.59	eff-unit	GENIND	changes-record	record	H	OPEN	EFF-GENIND.md:2617
EFF.GENIND.60	eff-unit	GENIND	theorem	math	H	OPEN	EFF-GENIND.md:2680
EFF.GENIND.61	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:2703
EFF.GENIND.62	eff-unit	GENIND	definition	math	H	OPEN	EFF-GENIND.md:2728
EFF.GENIND.63	eff-unit	GENIND	hypothesis	math	H	OPEN	EFF-GENIND.md:2748
EFF.GENIND.64	eff-unit	GENIND	hypothesis	math	H	OPEN	EFF-GENIND.md:2804
EFF.GENIND.65	eff-unit	GENIND	hypothesis	math	H	OPEN	EFF-GENIND.md:2853
EFF.GENIND.66	eff-unit	GENIND	hypothesis	math	H	OPEN	EFF-GENIND.md:2872
EFF.GENIND.67	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:2911
EFF.GENIND.68	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:2944
EFF.GENIND.69	eff-unit	GENIND	instance-record	math	H	OPEN	EFF-GENIND.md:3018
EFF.GENIND.70	eff-unit	GENIND	hypothesis	math	H	OPEN	EFF-GENIND.md:3037
EFF.GENIND.71	eff-unit	GENIND	lemma	math	H	OPEN	EFF-GENIND.md:3076
EFF.GENIND.72	eff-unit	GENIND	fence	record	H	OPEN	EFF-GENIND.md:3107
EFF.GENIND.73	eff-unit	GENIND	preregistration	record	H	OPEN	EFF-GENIND.md:3151
EFF.GENIND.74	eff-unit	GENIND	scope-record	record	H	OPEN	EFF-GENIND.md:3180
EFF.GENIND.75	eff-unit	GENIND	fence	record	H	OPEN	EFF-GENIND.md:3216
EFF.GENIND.76	eff-unit	GENIND	fence	record	H	OPEN	EFF-GENIND.md:3238
EFF.GENIND.77	eff-unit	GENIND	fence	record	H	OPEN	EFF-GENIND.md:3258
EFF.GENIND.78	eff-unit	GENIND	fence	record	H	OPEN	EFF-GENIND.md:3278
EFF.GENIND.79	eff-unit	GENIND	changes-record	record	H	OPEN	EFF-GENIND.md:3310
