id	node-kind	note	unit-type	class	chapter	status	source
EFF.W12.s2of2.26	eff-unit	W12	open-obligation	math	H	OPEN	EFF-W12-s2of2.md:583
EFF.W12.s2of2.27	eff-unit	W12	lemma	math	H	OPEN	EFF-W12-s2of2.md:611
EFF.W12.s2of2.28	eff-unit	W12	lemma	math	H	OPEN	EFF-W12-s2of2.md:637
EFF.W12.s2of2.29	eff-unit	W12	changes-record	record	H	OPEN	EFF-W12-s2of2.md:661
EFF.W12.s2of2.30	eff-unit	W12	changes-record	record	H	OPEN	EFF-W12-s2of2.md:685
EFF.W12.s2of2.31	eff-unit	W12	lemma	math	H	OPEN	EFF-W12-s2of2.md:703
EFF.W12.s2of2.32	eff-unit	W12	lemma	math	H	OPEN	EFF-W12-s2of2.md:748
EFF.W12.s2of2.33	eff-unit	W12	lemma	math	H	OPEN	EFF-W12-s2of2.md:769
EFF.W12.s2of2.34	eff-unit	W12	lemma	math	H	OPEN	EFF-W12-s2of2.md:791
EFF.W12.s2of2.35	eff-unit	W12	scope-record	record	H	OPEN	EFF-W12-s2of2.md:810
EFF.W12.s2of2.36	eff-unit	W12	changes-record	record	H	OPEN	EFF-W12-s2of2.md:840
HYP.01	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:42
HYP.02	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:49
HYP.03	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:56
HYP.04	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:64
HYP.05	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:77
HYP.06	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:89
HYP.07	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:103
HYP.08	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:110
HYP.09	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:117
HYP.10	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:124
HYP.11	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:131
HYP.12	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:138
HYP.13	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:147
HYP.14	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:154
HYP.15	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:161
HYP.16	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:168
HYP.17	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:175
HYP.18	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:182
HYP.19	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:191
HYP.20	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:198
HYP.21	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:205
HYP.22	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:212
HYP.23	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:219
HYP.24	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:226
HYP.25	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:233
HYP.26	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:240
HYP.27	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:247
HYP.28	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:254
HYP.29	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:261
HYP.30	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:268
HYP.31	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:275
HYP.32	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:282
HYP.33	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:289
HYP.34	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:296
HYP.35	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:303
HYP.36	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:310
HYP.37	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:317
HYP.38	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:324
HYP.39	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:331
HYP.40	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:338
HYP.41	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:347
HYP.42	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:354
HYP.43	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:361
HYP.44	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:368
HYP.45	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:375
HYP.46	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:384
HYP.47	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:391
HYP.48	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:398
HYP.49	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:405
HYP.50	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:412
HYP.51	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:419
HYP.52	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:426
HYP.53	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:433
HYP.54	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:440
HYP.55	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:447
HYP.56	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:454
HYP.57	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:461
HYP.58	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:468
HYP.59	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:475
HYP.60	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:482
HYP.61	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:489
HYP.62	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:496
HYP.63	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:503
HYP.64	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:510
HYP.65	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:517
HYP.66	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:524
HYP.67	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:533
HYP.68	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:540
HYP.69	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:547
HYP.70	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:554
HYP.71	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:561
HYP.72	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:568
HYP.73	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:575
HYP.74	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:582
HYP.75	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:589
HYP.76	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:596
HYP.77	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:603
HYP.78	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:610
HYP.79	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:617
HYP.80	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:624
HYP.81	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:633
HYP.82	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:640
HYP.83	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:647
HYP.84	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:711
HYP.85	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:718
HYP.86	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:725
HYP.87	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:732
HYP.88	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:739
HYP.89	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:746
HYP.90	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:753
HYP.91	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:760
HYP.92	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:767
HYP.93	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:774
HYP.94	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:781
HYP.95	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:788
HYP.96	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:795
HYP.97	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:802
HYP.98	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:809
HYP.99	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:816
HYP.100	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:823
HYP.101	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:830
HYP.102	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:837
HYP.103	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:844
HYP.104	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:851
HYP.105	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:858
HYP.106	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:865
HYP.107	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:872
HYP.108	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:879
HYP.109	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:886
HYP.110	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:893
HYP.111	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:900
HYP.112	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:907
HYP.113	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:914
HYP.114	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:921
HYP.115	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:928
HYP.116	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:935
HYP.117	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:942
HYP.118	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:949
HYP.119	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:956
HYP.120	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:963
HYP.121	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:970
HYP.122	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:977
HYP.123	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:984
HYP.124	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:991
HYP.125	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:998
HYP.126	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1005
HYP.127	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1012
HYP.128	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1019
HYP.129	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1026
HYP.130	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1033
HYP.131	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1040
HYP.132	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1047
HYP.133	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1054
HYP.134	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1061
HYP.135	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1068
HYP.136	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:1079
HYP.137	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1086
HYP.138	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1093
HYP.139	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1100
HYP.140	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1108
HYP.141	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1115
HYP.142	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1122
HYP.143	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1129
HYP.144	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1136
HYP.145	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1143
HYP.146	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1150
HYP.147	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:1157
HYP.148	hyp			hypothesis	I	OPEN	spec/HYPOTHESIS_LEDGER.md:1169
HYP.149	hyp			hypothesis	I	OPEN-LEDGER-CLOSED	spec/HYPOTHESIS_LEDGER.md:1177
lean:Anisotropic	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:FactorizationType.degree_mk_add	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:UniformityStatement	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:UniformityStatementDecided	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:card_certSet_gen	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:decidedAt_of_congr	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:decidedDensity_ge_of_subset	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:drainage_of_undecided_comp	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:dvd_sub_coeff_of_scaleRoots	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:efPair_pos_of_mem	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:exists_anisotropic	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:exists_coveringMenu	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:exists_monicPoly_eq	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:exists_monic_factorization_finset	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:exists_monic_scaleRoots	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:gate_fires	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:genuineDensity	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:genuineDensity_eq_zero_of_degree_ne	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:genuineDensity_eq_zero_of_forall_ne	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:genuineDensity_le_of_superset	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:monicFactors_mul	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:norm_adjoinRoot_root	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:proj_eq_iff_dvd	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:strongHensel	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:strongHensel_addVal	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:typeOf_eisenstein	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:typeOf_inert_of_irreducible_map	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:typeOf_mul	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:typeOf_of_residual_coprime	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:typeOf_prod_X_sub_C	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:typeOf_scale	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:typeOf_scaleRoots	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:typeOf_scale_gate	lean-decl			lean	A	DONE	leanfinal/Uniformity
lean:typeOf_shift	lean-decl			lean	A	DONE	leanfinal/Uniformity
CAP:UniformityStatement	capstone			capstone	I	OPEN	leanfinal/Uniformity/Density/Statement.lean
CAP:UniformityStatementDecided	capstone			capstone	I	OPEN	leanfinal/Uniformity/Density/Statement.lean
COND:A1_n	cond-unmatched			cond-unmatched	I	OPEN	
COND:A2_n	cond-unmatched			cond-unmatched	I	OPEN	
COND:H-e)-window-pinning	cond-unmatched			cond-unmatched	I	OPEN	
EXT:DULEMMA_PROOF_2026-08-08.md	ext			ext		OPEN	
EXT:QSCOUT22_2026-08-08.md	ext			ext		OPEN	
EXT:CODEX_HE6PE1_2026-08-08.md	ext			ext		OPEN	
EXT:WELDZERO_2026-08-14.md	ext			ext		OPEN	
EXT:W10_PROOF_2026-08-08.md	ext			ext		OPEN	
EXT:CODEX_TOWERRAT2_2026-08-10.md	ext			ext		OPEN	
EXT:GENTOW2_PROOF_2026-08-09.md	ext			ext		OPEN	
EXT:GENTOW2_passPE5_report.md	ext			ext		OPEN	
EXT:GENTOW2_passPE6_report.md	ext			ext		OPEN	
EXT:GRB_ORDER2_2026-08-05.md	ext			ext		OPEN	
EXT:RMENGINE_2026-08-08.md	ext			ext		OPEN	
EXT:GD23_phaseB_attempt.md	ext			ext		OPEN	
EXT:ITERLAWN_PROOF_2026-08-08.md	ext			ext		OPEN	
EXT:LEDGERLAMBDA_2026-08-08.md	ext			ext		OPEN	
EXT:O1thr_phaseB_verifybrief_rev3.md	ext			ext		OPEN	
EXT:GRW2_TIE_DESIGN_2026-08-08.md	ext			ext		OPEN	
EXT:GRT_WELD_BLUEPRINT_2026-08-08.md	ext			ext		OPEN	
EXT:CODEX_HE3PE1_2026-08-08.md	ext			ext		OPEN	
EXT:HYPOTHESIS_LEDGER.md	ext			ext		OPEN	
EXT:SOL_CERTIFICATION_LEDGER_2026-08-12.md	ext			ext		OPEN	
EXT:CODEX_HE7RAT_2026-08-09.md	ext			ext		OPEN	
EXT:N3_CHECK_2026-08-13.md	ext			ext		OPEN	
EXT:PROJECT_STATE.md	ext			ext		OPEN	
EXT:TIGHTNESS_CENSUS_2026-08-11.md	ext			ext		OPEN	
EXT:ITERLAWLIFT_CORNER_2026-08-08.md	ext			ext		OPEN	
EXT:ILNRES_2026-08-08.md	ext			ext		OPEN	
EXT:LEAN_SCOPING_consumption_map_2026-08-12.md	ext			ext		OPEN	
EXT:SIMPLIFICATION_BLUEPRINT_2026-08-10.md	ext			ext		OPEN	
EXT:BRIDGE_ADJUDICATIONS_2026-07-30.md	ext			ext		OPEN	
EXT:WELD_SYNTHESIS_2026-08-05.md	ext			ext		OPEN	
EXT:EFF-T1*.md	ext			ext		OPEN	
EXT:WELD_FACE_AUDIT.md	ext			ext		OPEN	
EXT:CODEX_GENINDRAT_2026-08-09.md	ext			ext		OPEN	
EXT:DITERSUP_STMT_2026-08-08.md	ext			ext		OPEN	
